"Stanice","Srazky_za_posledni_hodinu","Srazky_za_12_hodin","Srazky_za_24_hodin","Novy_snih_cm","Celkova_snehova_pokryvka_cm","date_stamp"
"Plzeň-Mikulka","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Doksany","0,0 mm","0,0 mm","neměřitelné","0 cm","0 cm","28/10/2021 19:00:00"
"Pardubice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Liberec","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Tušimice","0,0 mm","neměřitelné","neměřitelné","0 cm","0 cm","28/10/2021 19:00:00"
"Dukovany","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Temelín","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Lysá hora","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"České Budějovice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Svratouch","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Červená u Libavé","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Holešov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Praha-Libuš","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Kopisty"," ","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Jičín","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Ostrava-Mošnov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Milešovka"," ","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Maruška","0,0 mm"," ","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Pec pod Sněžkou","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Kocelovice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Kuchařovice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Praha-Karlov","0,0 mm","0,0 mm"," "," "," ","28/10/2021 19:00:00"
"Karlovy Vary","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","28/10/2021 19:00:00"
"Kocelovice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Praha-Kbely","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Ústí nad Orlicí","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Temelín","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Košetice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Červená u Libavé","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Dukovany","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Pardubice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Doksany","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Prostějov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Praha-Libuš","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Holešov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Cheb","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Ostrava-Mošnov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Liberec","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Kuchařovice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Ústí nad Labem","0,0 mm","0,0 mm","neměřitelné","0 cm","0 cm","29/10/2021 19:00:00"
"Jičín","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Liberec","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Plzeň-Mikulka","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Kuchařovice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Kostelní Myslová","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Náměšť nad Oslavou","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Milešovka"," ","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Doksany","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Ústí nad Orlicí","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Svratouch","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Praha-Libuš","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Churáňov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Cheb","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Přibyslav","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"České Budějovice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Lysá hora","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Praha-Ruzyně","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Brno-Tuřany","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Kopisty"," ","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Ostrava-Mošnov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Košetice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Polom","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Pec pod Sněžkou","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Pardubice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Dukovany","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Přimda","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Maruška","0,0 mm"," ","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Praha-Kbely","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Tušimice","0,0 mm","0,0 mm","0,0 mm","0 cm"," ","31/10/2021 20:00:00"
"Červená u Libavé","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Šerák","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Holešov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Ústí nad Labem","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Prostějov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Karlovy Vary","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Luká","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Praha-Karlov","0,0 mm","0,0 mm"," "," "," ","31/10/2021 20:00:00"
"Čáslav","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Temelín","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Kocelovice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","31/10/2021 20:00:00"
"Praha-Ruzyně","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Polom","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Tušimice","0,0 mm","neměřitelné","0,1 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Karlovy Vary","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Praha-Karlov","0,0 mm","0,0 mm"," "," "," ","29/10/2021 19:00:00"
"České Budějovice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Náměšť nad Oslavou","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Svratouch","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Luká","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Churáňov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Přimda","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Přibyslav","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Jičín","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Plzeň-Mikulka","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Milešovka"," ","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Šerák","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Maruška","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Lysá hora","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Brno-Tuřany","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Pec pod Sněžkou","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Kostelní Myslová","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Čáslav","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Kopisty"," ","0,0 mm","0,0 mm","0 cm","0 cm","29/10/2021 19:00:00"
"Holešov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Doksany","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Churáňov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Kocelovice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Dukovany","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Praha-Kbely","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Praha-Libuš","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Luká","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Jičín","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Ústí nad Orlicí","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Karlovy Vary","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Kostelní Myslová","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Pec pod Sněžkou","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Liberec","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Kopisty"," ","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Prostějov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Praha-Karlov","0,0 mm","0,0 mm"," "," "," ","30/10/2021 19:00:00"
"Košetice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Polom","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Čáslav","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Milešovka"," ","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Lysá hora","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Ostrava-Mošnov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Přimda","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Tušimice","0,0 mm","0,0 mm","neměřitelné","0 cm","0 cm","30/10/2021 19:00:00"
"Praha-Ruzyně","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Plzeň-Mikulka","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Šerák","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Temelín","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Kuchařovice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Náměšť nad Oslavou","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Ústí nad Labem","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Maruška","0,0 mm"," ","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Pardubice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Brno-Tuřany","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Cheb","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Svratouch","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Červená u Libavé","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Přibyslav","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"České Budějovice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","30/10/2021 19:00:00"
"Polom","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Kopisty"," ","4 mm","0,0 mm","0 cm"," ","01/11/2021 20:00:00"
"Luká","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Tušimice","2 mm","6 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Čáslav","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Ostrava-Mošnov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Dukovany","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"České Budějovice","0,2 mm","0,2 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Svratouch","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Prostějov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Kostelní Myslová","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Holešov","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Ústí nad Labem","2 mm","4 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Praha-Kbely","0,2 mm","0,8 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Plzeň-Mikulka","2 mm","5 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Cheb","0,3 mm","3 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Náměšť nad Oslavou","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Praha-Ruzyně","0,6 mm","2 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Červená u Libavé","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Přibyslav","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Brno-Tuřany","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Kocelovice","2 mm","2 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Košetice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Kuchařovice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Lysá hora","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Temelín","0,2 mm","1 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Ústí nad Orlicí","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Praha-Libuš","0,8 mm","2 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Pec pod Sněžkou","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Doksany","0,6 mm","2 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Pardubice","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Šerák","neměřitelné","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Maruška","0,0 mm"," ","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Jičín","0,0 mm","0,0 mm","0,0 mm","0 cm"," ","01/11/2021 20:00:00"
"Churáňov","2 mm","4 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Přimda","1 mm","5 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Liberec","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Karlovy Vary","1 mm","6 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Milešovka"," ","4 mm","0,0 mm","0 cm","0 cm","01/11/2021 20:00:00"
"Praha-Karlov","0,9 mm","1 mm"," "," "," ","01/11/2021 20:00:00"
"Doksany","0,0 mm","0,0 mm","0,1 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Ústí nad Labem","0,0 mm","0,0 mm","1,3 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Holešov","0,0 mm","0,0 mm","2,5 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Jičín","0,0 mm","15 mm"," "," "," ","03/11/2021 20:00:00"
"Luká","0,0 mm","0,0 mm","0,6 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Polom","0,0 mm","0,0 mm","0,6 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Karlovy Vary","0,0 mm","0,0 mm","0,1 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Kostelní Myslová","0,0 mm","0,0 mm","0,0 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Šerák","neměřitelné","neměřitelné","2,0 mm","roztál","0 cm","03/11/2021 20:00:00"
"Dukovany","neměřitelné","0,0 mm","0,0 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Lysá hora","0,0 mm","neměřitelné","2,8 mm","roztál","0 cm","03/11/2021 20:00:00"
"Plzeň-Mikulka","0,0 mm","0,0 mm","0,8 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Churáňov","0,0 mm","0,0 mm","1,5 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Kuchařovice","0,2 mm","0,0 mm","0,5 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Temelín","0,0 mm","0,0 mm","0,4 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Kocelovice","0,0 mm","0,0 mm","0,1 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Brno-Tuřany","neměřitelné","0,0 mm","0,4 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Liberec","0,0 mm","0,0 mm","5,0 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Čáslav","0,0 mm","0,0 mm","neměřitelné","0 cm","0 cm","03/11/2021 20:00:00"
"Pec pod Sněžkou","0,0 mm","neměřitelné","1,0 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Červená u Libavé","0,0 mm","0,0 mm","3,2 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Cheb","0,0 mm","0,0 mm","0,9 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Kopisty"," ","0,0 mm","0,6 mm"," "," ","03/11/2021 20:00:00"
"Přibyslav","0,0 mm","0,0 mm","neměřitelné","0 cm","0 cm","03/11/2021 20:00:00"
"Ostrava-Mošnov","0,0 mm","0,0 mm","3,1 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Praha-Libuš","0,0 mm","0,0 mm","neměřitelné","0 cm","0 cm","03/11/2021 20:00:00"
"Praha-Ruzyně","0,0 mm","0,0 mm","0,4 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Praha-Karlov","0,0 mm","0,0 mm"," "," "," ","03/11/2021 20:00:00"
"Maruška","0,0 mm"," ","6,0 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Svratouch","0,0 mm","0,0 mm","neměřitelné","0 cm","0 cm","03/11/2021 20:00:00"
"Přimda","neměřitelné","0,0 mm","2,1 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Milešovka"," ","0,0 mm","0,2 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Praha-Kbely","0,0 mm","neměřitelné","neměřitelné","0 cm","0 cm","03/11/2021 20:00:00"
"Náměšť nad Oslavou","neměřitelné","0,0 mm","neměřitelné","0 cm","0 cm","03/11/2021 20:00:00"
"Ústí nad Orlicí","0,0 mm","0,0 mm","0,1 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Pardubice","0,0 mm","0,0 mm","0,2 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Košetice","0,0 mm","0,0 mm","0,2 mm","0 cm","0 cm","03/11/2021 20:00:00"
"České Budějovice","0,0 mm","0,0 mm","0,1 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Prostějov","0,0 mm","0,0 mm","1,4 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Tušimice","0,0 mm","0,0 mm","0,1 mm","0 cm","0 cm","03/11/2021 20:00:00"
"Luká","0,0 mm","2 mm","8,0 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Košetice","0,0 mm","2 mm","0,7 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Cheb","neměřitelné","6 mm","8,2 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Šerák","0,0 mm","10 mm","10,6 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Ostrava-Mošnov","0,0 mm","2 mm","0,8 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Liberec","2 mm","16 mm","4,0 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Lysá hora","0,0 mm","2 mm","0,5 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Karlovy Vary","0,1 mm","15 mm","5,7 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Kuchařovice","0,0 mm","0,1 mm","3,9 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Kostelní Myslová","0,0 mm","2 mm","2,0 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Praha-Kbely","0,0 mm","5 mm","neměřitelné","0 cm","0 cm","04/11/2021 20:00:00"
"Dukovany","0,0 mm","0,3 mm","3,4 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Tušimice","0,0 mm","13 mm","5,9 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Jičín","0,0 mm","6 mm","17,5 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Pardubice","0,0 mm","0,3 mm","1,9 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Přibyslav","0,0 mm","0,8 mm","1,4 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Temelín","0,0 mm","0,7 mm","2,0 mm","0 cm"," ","04/11/2021 20:00:00"
"Plzeň-Mikulka","0,0 mm","8 mm","5,9 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Kocelovice","0,0 mm","1 mm","7,8 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Ústí nad Labem","neměřitelné","18 mm","3,3 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Brno-Tuřany","0,0 mm","2 mm","9,0 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Přimda","neměřitelné","4 mm","10,0 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Holešov","0,0 mm","0,2 mm","4,7 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Praha-Libuš","0,0 mm","5 mm","2,0 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Prostějov","0,0 mm","3 mm","13,3 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Ústí nad Orlicí","0,0 mm","0,7 mm","1,5 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Polom","0,0 mm","3 mm","3,1 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Churáňov","0,2 mm","3 mm","5,6 mm","roztál","0 cm","04/11/2021 20:00:00"
"Praha-Karlov","0,0 mm","5 mm"," "," "," ","04/11/2021 20:00:00"
"Svratouch","0,0 mm","0,6 mm","0,7 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Milešovka"," ","16 mm","6,1 mm"," "," ","04/11/2021 20:00:00"
"Čáslav","0,0 mm","0,6 mm","2,1 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Červená u Libavé","0,0 mm","7 mm","7,8 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Náměšť nad Oslavou","0,0 mm","neměřitelné","4,3 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Pec pod Sněžkou","1 mm","29 mm","16,3 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Kopisty"," ","16 mm","5,6 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Maruška","neměřitelné","1 mm","3,6 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Doksany","0,0 mm","10 mm","5,3 mm","0 cm","0 cm","04/11/2021 20:00:00"
"České Budějovice","0,0 mm","0,7 mm","2,6 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Praha-Ruzyně","0,0 mm","5 mm","4,5 mm","0 cm","0 cm","04/11/2021 20:00:00"
"Maruška","0,0 mm"," ","1,2 mm","0 cm"," ","05/11/2021 19:00:00"
"Luká","0,0 mm","neměřitelné","1,5 mm","0 cm","0 cm","05/11/2021 19:00:00"
"Prostějov","0,0 mm","0,0 mm","3,0 mm","0 cm","0 cm","05/11/2021 19:00:00"
